rwa,education,childhood,gender,hand,family_size,age,test_time
1.7,High school,"Urban (town, city)",Female,Right,2,17,190
1.65,High school,"Urban (town, city)",Male,Right,4,35,243
3.5,High school,"Urban (town, city)",Male,Left,3,36,547
2.45,University degree,"Urban (town, city)",Male,Right,4,29,278
3.95,Less than high school,Suburban,Male,Right,3,15,134
5.55,High school,Suburban,Male,Right,2,21,305
3.05,High school,Suburban,Female,Left,2,17,475
3.7,University degree,Rural (country side),Female,Right,3,36,229
3.35,University degree,Suburban,Male,Both,2,23,138
2.55,University degree,Suburban,Female,Right,1,25,204
1.3,High school,Suburban,Female,Right,4,19,94
2.1,High school,Suburban,Male,Both,2,57,223
1.9,University degree,Rural (country side),Male,Right,3,31,211
2.55,University degree,Suburban,Male,Right,2,29,295
2.5,University degree,Rural (country side),Female,Right,2,42,157
1.3,High school,Rural (country side),Male,Right,2,27,342
3.5,University degree,"Urban (town, city)",Female,Right,2,23,301
5.2,High school,Rural (country side),Female,Right,2,29,877
1.3,University degree,"Urban (town, city)",Male,Right,4,32,108
4.4,High school,"Urban (town, city)",Male,Right,2,58,215
5.2,University degree,"Urban (town, city)",Male,Right,3,21,250
2.25,High school,Suburban,Female,Right,4,21,163
1.8,University degree,Rural (country side),Male,Right,3,35,211
3.8,Graduate degree,"Urban (town, city)",Male,Right,4,35,220
3.1,University degree,"Urban (town, city)",Male,Right,1,37,334
2.15,Graduate degree,"Urban (town, city)",Male,Right,2,51,200
1.1,Graduate degree,"Urban (town, city)",Male,Right,2,27,178
1.75,Graduate degree,"Urban (town, city)",Female,Right,3,33,233
1.25,Graduate degree,Rural (country side),Male,Right,3,42,1055
1,University degree,"Urban (town, city)",Male,Right,2,55,166
1.75,Graduate degree,"Urban (town, city)",Female,Right,2,35,797
2.8,High school,"Urban (town, city)",Female,Right,2,21,527
1.55,Graduate degree,"Urban (town, city)",Female,Right,2,32,340
2.65,University degree,Rural (country side),Male,Right,4,46,242
1.55,Graduate degree,"Urban (town, city)",Male,Right,2,42,149
1.9,Graduate degree,"Urban (town, city)",Male,Right,1,23,343
1.9,University degree,"Urban (town, city)",Male,Both,2,27,565
4.5,University degree,"Urban (town, city)",Male,Right,0,22,318
1.8,University degree,"Urban (town, city)",Male,Right,2,34,262
3.2,University degree,"Urban (town, city)",Female,Both,2,30,1707
1,Graduate degree,"Urban (town, city)",Female,Right,2,44,309
3,Graduate degree,"Urban (town, city)",Male,Both,2,35,295
2.5,University degree,Rural (country side),Male,Right,4,26,472
3.35,University degree,"Urban (town, city)",Male,Right,2,34,291
1.3,Graduate degree,"Urban (town, city)",Male,Right,2,39,304
3.6,University degree,"Urban (town, city)",Female,Right,2,40,551
1.25,University degree,"Urban (town, city)",Male,Right,1,26,481
1.25,Graduate degree,"Urban (town, city)",Male,Right,1,27,246
1.2,University degree,Rural (country side),Male,Right,3,37,267
1.85,University degree,"Urban (town, city)",Female,Right,2,21,278
1.45,University degree,"Urban (town, city)",Male,Right,1,22,365
2.5,University degree,"Urban (town, city)",Female,Right,2,36,928
2.05,Graduate degree,Rural (country side),Male,Right,6,37,405
1.9,University degree,"Urban (town, city)",Female,Right,2,25,244
2.15,Graduate degree,Suburban,Female,Right,8,37,306
2,University degree,"Urban (town, city)",Male,Right,3,48,323
1,Graduate degree,"Urban (town, city)",Male,Right,2,37,174
1.1,University degree,Suburban,Male,Right,3,30,1734
1.8,Graduate degree,"Urban (town, city)",Male,Right,1,43,840
1.8,University degree,"Urban (town, city)",Male,Right,2,34,327
2.55,University degree,"Urban (town, city)",Male,Right,2,40,407
1.65,University degree,"Urban (town, city)",Male,Right,3,62,239
1.8,University degree,"Urban (town, city)",Female,Right,2,25,241
2.45,University degree,"Urban (town, city)",Female,Left,4,34,427
1.85,University degree,Rural (country side),Female,Right,2,23,171
1.15,Graduate degree,"Urban (town, city)",Male,Left,1,28,320
1,Graduate degree,"Urban (town, city)",Male,Right,2,34,225
1.35,University degree,"Urban (town, city)",Male,Right,1,36,192
2.4,Graduate degree,"Urban (town, city)",Male,Right,3,53,409
5.65,High school,"Urban (town, city)",Male,Right,1,18,687
1.4,University degree,Suburban,Male,Right,2,19,302
1.7,University degree,"Urban (town, city)",Male,Right,2,31,294
1.1,University degree,"Urban (town, city)",Male,Right,1,28,365
1.85,University degree,"Urban (town, city)",Female,Right,3,41,266
3.15,University degree,"Urban (town, city)",Male,Left,1,22,842
2.75,Graduate degree,"Urban (town, city)",Male,Right,2,35,1865
1.6,Graduate degree,"Urban (town, city)",Female,Right,2,37,396
1.25,Graduate degree,"Urban (town, city)",Female,Right,2,46,236
3.25,Graduate degree,"Urban (town, city)",Female,Right,2,32,405
3.85,University degree,"Urban (town, city)",Male,Right,1,30,3017
1.35,University degree,"Urban (town, city)",Male,Right,2,26,368
1,Graduate degree,"Urban (town, city)",Male,Right,2,41,319
1.45,Graduate degree,"Urban (town, city)",Female,Right,1,28,270
3.4,Graduate degree,Rural (country side),Male,Both,7,29,629
3.15,University degree,"Urban (town, city)",Female,Right,3,24,241
2.4,University degree,"Urban (town, city)",Female,Right,2,35,424
3.5,Graduate degree,"Urban (town, city)",Male,Right,1,29,244
2.15,Graduate degree,"Urban (town, city)",Female,Right,4,37,453
3,University degree,"Urban (town, city)",Male,Right,2,24,229
1.85,Graduate degree,"Urban (town, city)",Male,Right,1,33,360
2.4,Graduate degree,Rural (country side),Male,Right,2,42,326
2.35,Graduate degree,"Urban (town, city)",Female,Right,4,30,329
1.8,University degree,"Urban (town, city)",Male,Right,1,40,329
1.15,High school,Suburban,Female,Right,0,20,570
3.85,High school,Rural (country side),Male,Both,2,18,399
4.15,Less than high school,Suburban,Male,Left,5,14,1295
2.65,Graduate degree,"Urban (town, city)",Male,Right,2,32,289
1.85,Graduate degree,"Urban (town, city)",Female,Right,3,32,411
5.95,University degree,Rural (country side),Male,Right,3,30,811
1.6,Graduate degree,Suburban,Female,Right,6,30,562
4.15,High school,Rural (country side),Male,Right,3,20,206
7.2,Less than high school,Rural (country side),Male,Left,5,19,129
2.55,University degree,Suburban,Male,Left,2,45,140
5.9,University degree,"Urban (town, city)",Male,Left,3,20,408
1.3,University degree,"Urban (town, city)",Female,Right,4,62,162
2.65,University degree,"Urban (town, city)",Female,Right,6,51,225
1.5,Graduate degree,"Urban (town, city)",Male,Right,2,59,145
2.05,Graduate degree,Suburban,Male,Right,1,28,274
1.95,University degree,Suburban,Male,Right,3,40,438
1.95,University degree,Suburban,Male,Right,1,31,210
2.35,Less than high school,Suburban,Other,Right,2,16,238
3.25,Graduate degree,Suburban,Male,Right,4,70,263
1.75,Graduate degree,Suburban,Male,Right,1,35,204
1.4,High school,"Urban (town, city)",Male,Right,4,39,117
4.6,University degree,Rural (country side),Male,Right,4,52,570
4.4,High school,"Urban (town, city)",Male,Left,1,20,172
1.7,High school,Suburban,Male,Right,6,39,266
5.4,High school,Rural (country side),Male,Both,4,34,291
3.05,High school,Rural (country side),Female,Right,4,24,221
5.35,High school,Suburban,Male,Right,2,19,198
1.3,Graduate degree,"Urban (town, city)",Male,Right,1,55,342
1.15,High school,Suburban,Male,Right,1,21,150
1.95,Less than high school,Suburban,Female,Right,1,14,138
5.4,University degree,Suburban,Male,Right,2,22,277
1.3,University degree,"Urban (town, city)",Female,Right,1,27,164
1.6,University degree,Suburban,Female,Left,5,65,295
3.3,High school,Suburban,Male,Right,2,30,254
4,University degree,"Urban (town, city)",Male,Right,2,26,578
1.7,Graduate degree,Suburban,Female,Right,2,32,243
3,High school,Suburban,Male,Right,2,27,189
1.85,High school,"Urban (town, city)",Female,Right,2,31,123
2.85,University degree,Suburban,Female,Right,4,23,272
3.9,University degree,"Urban (town, city)",Male,Right,2,21,140
1.5,High school,Suburban,Male,Right,1,18,335
1.85,University degree,"Urban (town, city)",Male,Right,2,39,129
4.2,University degree,"Urban (town, city)",Female,Right,3,29,305
1,High school,Suburban,Female,Right,1,20,127
1.8,High school,"Urban (town, city)",Female,Right,5,50,238
3.6,High school,Suburban,Male,Right,2,41,331
3.8,High school,"Urban (town, city)",Female,Right,3,52,233
4,University degree,"Urban (town, city)",Male,Both,3,43,1220
1,Less than high school,"Urban (town, city)",Male,Right,2,15,130
1.15,Graduate degree,Suburban,Male,Right,2,63,158
1.8,University degree,"Urban (town, city)",Male,Left,3,22,388
6.85,University degree,Suburban,Female,Right,4,69,197
6.45,Less than high school,Suburban,Male,Right,2,15,214
1.1,University degree,Rural (country side),Female,Right,2,22,117
2.65,University degree,"Urban (town, city)",Male,Left,2,22,178
2.15,Less than high school,"Urban (town, city)",Female,Right,1,17,130
3.4,High school,"Urban (town, city)",Female,Right,2,53,141
1.3,High school,"Urban (town, city)",Male,Right,2,25,332
4.15,University degree,"Urban (town, city)",Female,Right,2,28,6273
7.1,Graduate degree,Rural (country side),Male,Right,2,73,177
7.65,Less than high school,"Urban (town, city)",Male,Right,2,17,480
3.8,High school,"Urban (town, city)",Female,Right,1,24,243
2.7,High school,Suburban,Female,Right,1,29,142
1.4,University degree,"Urban (town, city)",Female,Right,2,23,144
3.25,University degree,Suburban,Female,Right,3,29,174
2.15,Graduate degree,"Urban (town, city)",Male,Right,2,26,211
6.7,High school,Suburban,Male,Both,4,57,227
2.05,High school,Suburban,Female,Right,3,16,121
2.7,Less than high school,"Urban (town, city)",Male,Right,3,13,213
1.35,Less than high school,Suburban,Female,Right,3,17,150
3.85,University degree,"Urban (town, city)",Female,Right,2,43,471
3.1,University degree,Suburban,Female,Right,2,51,561
9,Less than high school,"Urban (town, city)",Male,Right,1,18,210
5.5,Less than high school,"Urban (town, city)",Male,Right,2,15,254
7,High school,Suburban,Male,Right,6,21,483
2,High school,Suburban,Female,Right,2,44,342
1.15,Less than high school,"Urban (town, city)",Female,Right,2,16,269
1.25,University degree,"Urban (town, city)",Female,Right,2,35,218
3.15,High school,"Urban (town, city)",Male,Left,2,54,141
5.7,University degree,Suburban,Female,Right,1,30,449
1.25,Graduate degree,Suburban,Male,Right,2,56,173
1.45,University degree,"Urban (town, city)",Female,Right,1,34,238
6.1,University degree,Suburban,Male,Left,3,52,274
1.3,Graduate degree,Suburban,Male,Left,2,32,336
1.1,High school,Suburban,Female,Right,2,31,245
3.45,University degree,Rural (country side),Female,Right,3,27,231
3.6,High school,Suburban,Female,Right,1,14,277
6.2,University degree,Rural (country side),Male,Right,2,24,1242
7.4,University degree,"Urban (town, city)",Male,Right,0,21,270
6.4,High school,"Urban (town, city)",Female,Right,5,20,381
3,University degree,"Urban (town, city)",Male,Left,1,21,275
3.9,High school,"Urban (town, city)",Female,Right,3,39,144
1.85,Graduate degree,"Urban (town, city)",Male,Right,3,27,1008
7.35,High school,"Urban (town, city)",Male,Right,1,24,203
1.15,High school,Suburban,Female,Right,4,21,134
2.65,Less than high school,Suburban,Male,Right,2,13,377
1.85,Less than high school,"Urban (town, city)",Male,Right,2,17,188
4.4,High school,"Urban (town, city)",Male,Right,4,31,292
6.4,High school,Suburban,Male,Right,2,18,2400
2.15,High school,"Urban (town, city)",Male,Right,3,34,208
3.5,High school,"Urban (town, city)",Male,Right,1,49,859
1.8,High school,"Urban (town, city)",Female,Right,3,17,234
3.6,High school,"Urban (town, city)",Male,Both,0,20,131
2.15,High school,Suburban,Female,Right,3,18,208
2.5,Less than high school,Rural (country side),Female,Right,3,17,131
6.4,Less than high school,Suburban,Male,Right,2,15,174
1,High school,Suburban,Male,Right,2,22,138
1.8,High school,"Urban (town, city)",Male,Left,2,22,691
1.7,Less than high school,Rural (country side),Male,Right,3,16,168
1.2,University degree,Rural (country side),Male,Right,2,45,475
1.75,Graduate degree,Rural (country side),Male,Right,6,25,163
1.5,Graduate degree,"Urban (town, city)",Female,Right,3,55,125
4.5,Graduate degree,Suburban,Female,Right,2,25,1462
5.1,High school,Rural (country side),Female,Left,3,35,279
1.15,High school,Suburban,Male,Left,3,17,182
6.35,University degree,Rural (country side),Male,Right,2,24,277
3.9,High school,"Urban (town, city)",Female,Right,2,16,626
3.4,University degree,"Urban (town, city)",Female,Right,2,45,109
1.45,High school,"Urban (town, city)",Female,Left,4,23,239
1.1,University degree,Suburban,Female,Right,1,28,126
1.8,University degree,Rural (country side),Male,Right,2,32,198
1.35,Graduate degree,"Urban (town, city)",Male,Right,4,30,351
1.7,University degree,Rural (country side),Female,Left,1,27,230
1.85,University degree,Suburban,Male,Right,1,33,133
3.05,High school,Suburban,Male,Right,4,53,236
3.05,Graduate degree,Suburban,Male,Right,1,41,220
1.75,University degree,Rural (country side),Male,Left,2,30,196
2.25,Graduate degree,Suburban,Male,Right,13,52,248
2.45,University degree,"Urban (town, city)",Female,Right,2,30,113
2.1,Graduate degree,"Urban (town, city)",Female,Right,5,38,342
1.25,High school,"Urban (town, city)",Male,Left,5,51,240
2.55,High school,"Urban (town, city)",Female,Right,4,36,203
1.6,University degree,Rural (country side),Female,Right,3,33,174
4.45,High school,Suburban,Female,Right,4,30,343
3.5,University degree,Rural (country side),Female,Right,4,28,282
1,Graduate degree,"Urban (town, city)",Female,Right,3,48,161
3.6,High school,"Urban (town, city)",Female,Right,3,28,141
3.65,University degree,Suburban,Female,Right,3,24,232
4.15,High school,"Urban (town, city)",Female,Right,4,40,888
2.05,High school,Rural (country side),Female,Right,2,33,225
3.8,High school,"Urban (town, city)",Female,Right,1,26,249
1.85,University degree,Suburban,Female,Right,2,23,129
7.3,University degree,"Urban (town, city)",Male,Right,2,27,377
1,Graduate degree,Rural (country side),Male,Right,2,29,108
3,University degree,Suburban,Male,Left,2,22,180
4.1,Graduate degree,Suburban,Female,Right,3,30,159
1.6,University degree,Suburban,Female,Right,6,45,206
2.85,University degree,"Urban (town, city)",Female,Right,5,23,163
1.35,High school,"Urban (town, city)",Female,Right,2,38,273
1.2,University degree,Suburban,Female,Left,3,59,106
3.75,Graduate degree,Suburban,Male,Both,2,38,299
2.7,University degree,"Urban (town, city)",Female,Left,3,49,122
3.45,University degree,Suburban,Female,Right,2,28,207
1.15,University degree,"Urban (town, city)",Female,Right,3,39,971
3.85,High school,Suburban,Female,Right,4,27,471
1.5,University degree,"Urban (town, city)",Female,Right,3,26,183
5.55,High school,Suburban,Male,Right,2,26,425
1.2,University degree,Suburban,Female,Right,3,30,169
1.9,University degree,"Urban (town, city)",Male,Right,1,22,135
1.35,High school,"Urban (town, city)",Male,Right,2,18,124
2.6,High school,"Urban (town, city)",Female,Left,3,26,199
2.8,High school,"Urban (town, city)",Female,Right,2,20,279
3.75,High school,"Urban (town, city)",Female,Right,2,44,169
1.2,Graduate degree,"Urban (town, city)",Female,Right,2,33,187
3.5,University degree,"Urban (town, city)",Female,Right,4,23,177
1.55,University degree,Suburban,Female,Right,2,22,217
1.25,Graduate degree,"Urban (town, city)",Male,Right,1,45,183
5.35,University degree,Suburban,Male,Right,6,60,292
3.35,Graduate degree,"Urban (town, city)",Female,Right,2,20,302
4.15,High school,Rural (country side),Male,Right,5,17,216
6.25,Less than high school,Suburban,Male,Right,4,15,270
5,High school,"Urban (town, city)",Male,Right,1,17,301
2.65,Graduate degree,Suburban,Male,Right,3,53,183
1.6,University degree,Rural (country side),Male,Left,2,19,178
5.1,High school,"Urban (town, city)",Male,Left,2,23,216
2,University degree,Suburban,Female,Right,2,28,589
4.9,University degree,Rural (country side),Male,Left,2,21,182
2.1,Graduate degree,Suburban,Female,Right,2,42,275
1.2,Graduate degree,Suburban,Female,Left,4,53,161
3.85,University degree,Suburban,Female,Right,3,26,308
1.4,University degree,"Urban (town, city)",Male,Right,8,46,222
1.75,High school,Rural (country side),Female,Right,2,14,820
1.9,University degree,"Urban (town, city)",Male,Right,8,45,919
2.55,High school,"Urban (town, city)",Female,Left,3,31,218
5.85,University degree,Rural (country side),Male,Right,4,72,275
1.65,University degree,Rural (country side),Male,Both,1,20,153
2.15,University degree,Suburban,Male,Right,4,42,226
2.85,High school,Rural (country side),Male,Right,3,18,293
8.1,Less than high school,Suburban,Male,Right,2,17,116
5.05,High school,Suburban,Female,Right,3,32,246
7.55,High school,"Urban (town, city)",Male,Left,2,16,267
2.9,High school,"Urban (town, city)",Female,Right,2,22,177
5.45,High school,"Urban (town, city)",Female,Right,3,15,420
3.85,Graduate degree,Suburban,Male,Left,2,27,260
5.5,University degree,Suburban,Male,Right,2,33,140
1,University degree,"Urban (town, city)",Male,Right,2,25,88
1.05,University degree,"Urban (town, city)",Female,Right,3,40,277
1.95,University degree,Suburban,Female,Right,5,35,369
3.15,University degree,"Urban (town, city)",Male,Right,2,29,212
2.95,High school,"Urban (town, city)",Male,Right,3,19,431
4.45,University degree,Suburban,Male,Right,1,48,233
1.3,University degree,Suburban,Male,Right,2,49,172
1.5,High school,Suburban,Female,Right,2,20,153
5.45,University degree,"Urban (town, city)",Male,Left,1,22,139
1.85,High school,"Urban (town, city)",Female,Right,2,18,126
6.25,High school,"Urban (town, city)",Male,Right,2,36,318
4.75,High school,"Urban (town, city)",Male,Right,2,21,170
2.3,High school,Suburban,Male,Right,4,30,324
1.3,High school,Suburban,Female,Right,2,32,476
7.55,High school,Rural (country side),Male,Right,1,16,190
1.35,Less than high school,"Urban (town, city)",Other,Right,1,16,201
1,High school,Suburban,Male,Right,2,26,131
2.8,Less than high school,"Urban (town, city)",Male,Right,4,18,217
2.65,Less than high school,Suburban,Female,Right,2,13,146
1.9,High school,Suburban,Male,Right,2,19,463
2.6,High school,Suburban,Female,Right,2,27,266
2.95,University degree,"Urban (town, city)",Male,Left,4,35,285
6.35,High school,Suburban,Male,Right,2,16,215
4.35,High school,Suburban,Male,Right,2,18,167
6.9,High school,Suburban,Male,Right,2,17,106
5.1,High school,"Urban (town, city)",Male,Right,0,17,236
3.65,High school,Suburban,Male,Right,3,17,363
6.15,Less than high school,"Urban (town, city)",Male,Right,4,28,299
3.7,University degree,Suburban,Female,Right,3,26,268
4.4,High school,Rural (country side),Male,Right,3,68,373
2.2,High school,"Urban (town, city)",Female,Right,4,21,210
2.15,Graduate degree,Rural (country side),Female,Right,3,60,395
7,High school,"Urban (town, city)",Male,Right,2,20,436
2.75,Graduate degree,"Urban (town, city)",Male,Right,2,64,190
1.45,High school,"Urban (town, city)",Male,Right,3,16,121
2.65,University degree,Rural (country side),Female,Right,2,41,270
1.2,Graduate degree,Suburban,Female,Right,3,52,192
1.9,High school,Rural (country side),Female,Right,6,54,355
2.55,High school,"Urban (town, city)",Female,Right,1,24,184
2.25,Graduate degree,Suburban,Female,Right,3,27,386
7.5,University degree,Suburban,Male,Right,3,22,115
3.95,High school,"Urban (town, city)",Female,Right,3,26,204
3.8,High school,Rural (country side),Female,Right,3,43,349
1.8,University degree,Suburban,Female,Right,2,22,179
1.1,Less than high school,"Urban (town, city)",Other,Both,2,17,132
1,High school,Rural (country side),Male,Right,2,18,152
3.95,High school,Suburban,Male,Right,2,18,230
2.05,Graduate degree,"Urban (town, city)",Male,Right,2,55,125
9,University degree,Suburban,Male,Right,2,19,104
5.1,University degree,"Urban (town, city)",Male,Right,1,32,289
3.1,High school,"Urban (town, city)",Female,Right,1,55,188
1.25,Graduate degree,Suburban,Male,Right,2,45,85
1.5,High school,Rural (country side),Female,Right,3,20,242
2.2,High school,"Urban (town, city)",Female,Right,3,31,427
2.45,High school,Suburban,Female,Right,1,16,487
1,University degree,"Urban (town, city)",Other,Right,2,33,130
1.1,Graduate degree,"Urban (town, city)",Female,Right,3,32,208
1.3,High school,Suburban,Female,Left,2,17,167
6.55,University degree,Rural (country side),Male,Right,2,24,509
5.95,High school,Rural (country side),Male,Right,7,24,129
1.25,High school,Suburban,Male,Right,2,31,144
2.95,University degree,Suburban,Male,Right,4,20,171
1.1,Graduate degree,"Urban (town, city)",Male,Left,3,61,418
6.5,University degree,Rural (country side),Male,Right,4,24,158
1.75,High school,Suburban,Female,Both,1,21,137
1.7,University degree,Rural (country side),Male,Right,3,26,780
2.65,High school,"Urban (town, city)",Other,Right,4,16,224
3.85,University degree,Suburban,Male,Right,1,28,306
3.15,High school,Suburban,Male,Right,4,27,347
2.65,High school,Suburban,Female,Right,2,16,380
1,High school,Suburban,Female,Right,3,17,266
3.3,Graduate degree,"Urban (town, city)",Male,Right,2,68,218
1.85,High school,"Urban (town, city)",Male,Right,1,19,307
1.75,University degree,Suburban,Male,Right,2,45,193
1.95,University degree,Rural (country side),Male,Right,4,28,151
1.5,Less than high school,"Urban (town, city)",Male,Right,3,16,564
1.25,High school,Suburban,Female,Right,1,38,183
9,University degree,"Urban (town, city)",Male,Right,2,20,64
2.35,Graduate degree,Rural (country side),Male,Right,3,41,880
3.85,Graduate degree,Suburban,Male,Both,4,23,204
8.5,Graduate degree,Suburban,Male,Right,2,33,123
2.65,Less than high school,Suburban,Female,Right,2,15,253
1.2,High school,"Urban (town, city)",Male,Right,2,44,278
1.65,University degree,Suburban,Female,Right,2,20,210
2.45,University degree,Suburban,Male,Right,2,27,191
1.3,High school,"Urban (town, city)",Female,Left,3,23,113
1,Graduate degree,"Urban (town, city)",Male,Both,1,40,186
3.7,High school,"Urban (town, city)",Female,Right,2,23,305
2.2,Graduate degree,"Urban (town, city)",Female,Left,3,57,165
1.85,Less than high school,"Urban (town, city)",Other,Right,2,17,104
1.8,University degree,Suburban,Female,Left,2,19,78
1,University degree,Rural (country side),Female,Right,5,27,299
1,High school,Suburban,Male,Right,2,21,154
2,University degree,"Urban (town, city)",Male,Right,2,22,696
1.45,University degree,"Urban (town, city)",Male,Right,3,20,118
7.1,High school,Suburban,Male,Right,2,41,194
2.05,Graduate degree,"Urban (town, city)",Female,Right,2,66,179
6.15,High school,"Urban (town, city)",Male,Right,4,22,101
1.55,University degree,Suburban,Male,Right,2,30,203
1.65,University degree,Suburban,Male,Right,2,29,200
1.5,Graduate degree,Rural (country side),Female,Right,3,25,176
1.1,Graduate degree,Rural (country side),Female,Right,3,63,147
1.1,Graduate degree,"Urban (town, city)",Male,Right,2,42,225
1.95,High school,"Urban (town, city)",Female,Right,3,61,239
1.45,Graduate degree,"Urban (town, city)",Male,Right,4,45,433
1.35,University degree,Rural (country side),Female,Right,3,26,119
2,Graduate degree,Suburban,Male,Right,2,60,239
1.55,University degree,Suburban,Male,Right,2,31,155
1.5,University degree,Suburban,Male,Right,3,51,581
1.4,University degree,Suburban,Male,Left,1,26,174
1.05,Graduate degree,Suburban,Male,Right,2,42,157
2.55,University degree,"Urban (town, city)",Male,Right,3,33,214
1.8,University degree,Rural (country side),Male,Right,3,21,4943
2.9,Less than high school,Rural (country side),Male,Right,4,17,268
1.75,University degree,Rural (country side),Female,Right,2,24,312
2.2,University degree,Suburban,Female,Right,4,50,180
4.15,Graduate degree,Suburban,Female,Right,1,36,461
1.05,Less than high school,"Urban (town, city)",Other,Right,3,15,169
1.85,University degree,Rural (country side),Male,Left,4,62,175
1.15,University degree,Suburban,Male,Right,4,51,117
1,High school,Suburban,Male,Left,2,63,248
1.3,University degree,Rural (country side),Female,Right,5,27,170
2.45,High school,"Urban (town, city)",Male,Right,4,57,142
1.65,Graduate degree,Rural (country side),Male,Right,1,23,322
1,High school,Suburban,Female,Left,3,18,97
2.05,Graduate degree,Rural (country side),Male,Right,2,67,306
1.95,Graduate degree,"Urban (town, city)",Female,Right,2,51,245
3.1,Graduate degree,Suburban,Male,Right,0,26,981
1.15,Graduate degree,Rural (country side),Male,Right,6,41,171
3.75,Less than high school,"Urban (town, city)",Female,Right,2,16,1019
2.7,Graduate degree,Rural (country side),Male,Right,2,44,232
1.45,High school,"Urban (town, city)",Female,Right,1,19,204
1.9,University degree,Suburban,Female,Right,2,64,185
1.25,Graduate degree,Suburban,Female,Right,5,46,200
4.5,Graduate degree,Suburban,Male,Left,3,32,186
2.05,University degree,"Urban (town, city)",Male,Right,5,63,219
1.7,Less than high school,Suburban,Male,Right,0,17,424
1.4,Graduate degree,Suburban,Male,Right,2,44,134
3.3,University degree,Suburban,Female,Right,5,51,167
1.4,University degree,Rural (country side),Male,Right,3,65,1518
2.25,University degree,"Urban (town, city)",Female,Right,3,54,310
2.25,Graduate degree,Rural (country side),Female,Right,2,27,428
1.85,Graduate degree,Rural (country side),Male,Right,3,37,343
2.8,Graduate degree,Suburban,Male,Right,1,30,165
1.05,University degree,Suburban,Female,Left,1,27,210
1.35,High school,Suburban,Female,Right,3,62,195
1.75,Graduate degree,Suburban,Male,Right,2,38,170
1.8,Graduate degree,"Urban (town, city)",Female,Right,4,42,157
1.75,High school,"Urban (town, city)",Female,Right,1,42,260
1.6,Graduate degree,Suburban,Female,Right,1,28,140
3.1,University degree,Rural (country side),Female,Right,3,62,366
3.4,High school,Suburban,Male,Right,1,35,211
2,High school,Rural (country side),Male,Right,1,17,261
5.15,University degree,"Urban (town, city)",Male,Right,4,30,203
2.55,University degree,"Urban (town, city)",Male,Right,1,46,160
1.45,Graduate degree,"Urban (town, city)",Male,Left,3,26,276
3.05,High school,"Urban (town, city)",Male,Right,4,57,430
3.7,University degree,Rural (country side),Male,Right,2,25,132
1,University degree,Suburban,Male,Left,3,53,102
1.6,Graduate degree,Suburban,Male,Left,2,28,2099
1.25,Graduate degree,Rural (country side),Male,Both,2,30,234
2.05,Graduate degree,"Urban (town, city)",Male,Right,2,25,179
1.4,University degree,Rural (country side),Female,Right,2,28,135
4.45,University degree,"Urban (town, city)",Male,Right,1,27,325
1.25,Graduate degree,Suburban,Male,Right,2,53,166
1.75,Graduate degree,Suburban,Male,Right,6,45,222
1.15,Graduate degree,Suburban,Male,Right,2,32,65
1.7,Graduate degree,"Urban (town, city)",Female,Right,0,38,275
2.3,University degree,Suburban,Female,Right,1,65,337
1.7,Graduate degree,Suburban,Male,Right,5,72,539
3,University degree,Suburban,Male,Right,3,59,254
5.3,Graduate degree,Rural (country side),Male,Right,2,38,336
2.4,Graduate degree,"Urban (town, city)",Male,Right,2,66,261
1.55,High school,"Urban (town, city)",Male,Right,2,35,213
2,High school,"Urban (town, city)",Male,Right,3,52,379
2.55,High school,Suburban,Male,Right,7,57,183
1.85,Graduate degree,Rural (country side),Female,Right,2,25,185
1.9,High school,Rural (country side),Male,Left,5,58,198
4.45,High school,Rural (country side),Male,Right,4,42,324
2.7,Graduate degree,Suburban,Male,Right,11,67,304
2.3,Graduate degree,"Urban (town, city)",Male,Right,1,27,275
4.25,University degree,"Urban (town, city)",Male,Left,3,36,245
8.4,High school,Suburban,Male,Right,3,18,185
1.3,Graduate degree,Rural (country side),Male,Right,4,53,179
1.55,University degree,"Urban (town, city)",Female,Right,2,22,206
1.45,Graduate degree,"Urban (town, city)",Female,Left,3,39,91
2.45,Graduate degree,Rural (country side),Male,Right,3,51,408
2.05,Graduate degree,Suburban,Male,Right,5,55,153
3.25,High school,Rural (country side),Male,Right,4,48,378
3.15,High school,Suburban,Male,Right,1,51,262
1.25,University degree,Rural (country side),Male,Left,2,29,270
2.05,Graduate degree,Suburban,Male,Right,6,63,236
2.05,Graduate degree,Suburban,Male,Right,1,62,195
3.2,University degree,Rural (country side),Male,Left,3,57,152
5.2,Graduate degree,"Urban (town, city)",Male,Right,4,56,136
3.65,University degree,"Urban (town, city)",Female,Left,2,58,329
1.15,Graduate degree,"Urban (town, city)",Male,Right,2,29,95
4.85,High school,"Urban (town, city)",Male,Left,1,35,502
1.65,High school,"Urban (town, city)",Female,Right,4,53,218
1.6,Graduate degree,Rural (country side),Male,Right,4,46,128
1.75,University degree,Suburban,Male,Right,2,35,176
2.75,Graduate degree,Suburban,Male,Right,3,50,184
4.7,High school,"Urban (town, city)",Male,Left,7,57,306
1.4,University degree,"Urban (town, city)",Female,Right,2,46,143
1.65,Graduate degree,"Urban (town, city)",Male,Right,3,38,176
1.65,University degree,"Urban (town, city)",Female,Left,3,70,246
2.6,Less than high school,Suburban,Female,Right,2,15,758
1.45,University degree,Rural (country side),Male,Right,3,37,88
